Ranking,Title,Type,Japanese,Aired,Episodes,Duration,Score,Source,Genres,Themes,Licensors,Producers,Rating,Status,Studios,Members
1536,Durarara!!x2 Ten: Onoroke Chakapoko,Special,デュラララ!!×２ 転　第13.5話「お惚気チャカポコ」,27-Jan-16,1,24 min.,7.54,Light novel,"ActionAction,MysteryMystery,SupernaturalSupernatural",None,Aniplex of America,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Shuka,"49,176"
1537,Fugou Keiji: Balance:Unlimited,TV,富豪刑事 Balance:UNLIMITED,"Apr 10, 2020 to Sep 25, 2020",11,23 min. per ep.,7.54,Novel,"ComedyComedy,MysteryMystery",DetectiveDetective,Aniplex of America,"Aniplex,Dentsu,Animax,Movic,Fuji TV,Sonilude",PG-13 - Teens 13 or older,Finished Airing,CloverWorks,"359,825"
1538,Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,OVA,ハイキュー!! 特集！春高バレーに賭けた青春,4-Aug-17,1,23 min.,7.54,Manga,SportsSports,"SchoolSchool,Team SportsTeam Sports",add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Production I.G,"32,226"
1539,Hataraku Saibou Black (TV),TV,はたらく細胞BLACK,"Jan 10, 2021 to Mar 19, 2021",13,23 min. per ep.,7.54,Manga,"ActionAction,DramaDrama","AnthropomorphicAnthropomorphic,EducationalEducational,MedicalMedical",Aniplex of America,"Aniplex,Kodansha,Studio Mausu,Tokyo MX,NetEase",PG-13 - Teens 13 or older,Finished Airing,LIDENFILMS,"195,270"
1540,Hoshi wo Ou Kodomo,Movie,星を追う子ども,7-May-11,1,1 hr. 56 min.,7.54,Original,"AdventureAdventure,FantasyFantasy,RomanceRomance",None,Sentai Filmworks,"Media Factory,Movic,Yahoo! Japan,Warner Music Japan,Marine Entertainment",PG-13 - Teens 13 or older,Finished Airing,CoMix Wave Films,"192,895"
1541,Huyao Xiao Hongniang: Wangquan Fugui,ONA,狐妖小红娘 王权富贵,"Jan 8, 2016 to Apr 15, 2016",14,15 min. per ep.,7.54,Manga,"ComedyComedy,RomanceRomance,SupernaturalSupernatural",HistoricalHistorical,add some,Tencent Animation & Comics,R - 17+ (violence & profanity),Finished Airing,Haoliners Animation League,"12,745"
1542,Ike! Ina-chuu Takkyuubu,TV,行け! 稲中卓球部,"Apr 6, 1995 to Sep 28, 1995",26,24 min. per ep.,7.54,Manga,"ComedyComedy,EcchiEcchi","Gag HumorGag Humor,SchoolSchool",Central Park Media,"Trans Arts,Kitty Films,Studio Hibari,TBS,Studio Jack",R+ - Mild Nudity,Finished Airing,Grouper Productions,"15,972"
1543,Isshuukan Friends.,TV,一週間フレンズ。,"Apr 7, 2014 to Jun 23, 2014",12,23 min. per ep.,7.54,4-koma manga,"ComedyComedy,Slice of LifeSlice of Life",SchoolSchool,Sentai Filmworks,"Nihon Ad Systems,Pony Canyon,DAX Production,TOHO animation",PG-13 - Teens 13 or older,Finished Airing,Brain's Base,"290,272"
1544,Junjou Romantica,TV,純情ロマンチカ,"Apr 11, 2008 to Jun 27, 2008",12,24 min. per ep.,7.54,Manga,"Boys LoveBoys Love,ComedyComedy,DramaDrama,RomanceRomance",None,Nozomi Entertainment,"Frontier Works,Kadokawa Shoten,Memory-Tech,Romantica club !!",PG-13 - Teens 13 or older,Finished Airing,Studio Deen,"237,075"
1545,Kemono Friends,TV,けものフレンズ,"Jan 11, 2017 to Mar 29, 2017",12,24 min. per ep.,7.54,Game,"AdventureAdventure,ComedyComedy,FantasyFantasy","AnthropomorphicAnthropomorphic,IyashikeiIyashikei",Discotek Media,"TV Tokyo,Victor Entertainment,AT-X,KlockWorx,flying DOG,Bushiroad,Age Global Networks,famima.com,Docomo Anime Store,Just Production",PG - Children,Finished Airing,Yaoyorozu,"75,503"
1546,Kimagure Orange☆Road,TV,きまぐれオレンジ☆ロード,"Apr 6, 1987 to Mar 7, 1988",48,25 min. per ep.,7.54,Manga,"ComedyComedy,DramaDrama,RomanceRomance,Slice of LifeSlice of Life","SchoolSchool,Super PowerSuper Power",AnimEigo,Toho,PG-13 - Teens 13 or older,Finished Airing,Pierrot,"42,049"
1547,Konjiki no Gash Bell!!,TV,金色のガッシュベル!!,"Apr 6, 2003 to Mar 26, 2006",150,23 min. per ep.,7.54,Manga,"AdventureAdventure,ComedyComedy,SupernaturalSupernatural",MythologyMythology,VIZ Media,"Yomiko Advertising,Fuji TV",PG-13 - Teens 13 or older,Finished Airing,Toei Animation,"114,305"
1548,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Movie,甲鉄城のカバネリ 総集編｛後編｝燃える命,7-Jan-17,1,1 hr. 43 min.,7.54,Original,"ActionAction,DramaDrama,FantasyFantasy,HorrorHorror,SupernaturalSupernatural",None,add some,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Wit Studio,"42,407"
1549,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,Special,ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note- 特別編,31-Dec-21,1,52 min.,7.54,Light novel,"FantasyFantasy,MysteryMystery,SupernaturalSupernatural",None,add some,"None found,add some",R - 17+ (violence & profanity),Finished Airing,TROYCA,"18,221"
1550,Love Live! Nijigasaki Gakuen School Idol Doukoukai,TV,ラブライブ! 虹ヶ咲学園スクールアイドル同好会,"Oct 3, 2020 to Dec 26, 2020",13,24 min. per ep.,7.54,Other,Slice of LifeSlice of Life,"Idols (Female)Idols (Female),MusicMusic,SchoolSchool",Funimation,"Bushiroad,Sunrise Music,Kadokawa,Bandai Namco Arts",PG-13 - Teens 13 or older,Finished Airing,Sunrise,"63,740"
1551,Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,ONA,罗小黑战记 众生之门,"Apr 24, 2021 to Jul 17, 2021",12,8 min. per ep.,7.54,Original,"ComedyComedy,SupernaturalSupernatural",None,add some,"None found,add some",PG - Children,Finished Airing,add some,843
1552,Naruto: Shippuuden - Sunny Side Battle,Special,ナルト-NARUTO-疾風伝 サニー・サイド・バトル,6-Oct-13,1,11 min.,7.54,Original,"ComedyComedy,FantasyFantasy,GourmetGourmet",None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Pierrot,"62,387"
1553,R.O.D: The TV,TV,アール・オー・ディー ザ・ティーヴィー,"Sep 1, 2003 to Mar 16, 2004",26,25 min. per ep.,7.54,Manga,"ActionAction,AdventureAdventure,ComedyComedy,DramaDrama,Sci-FiSci-Fi",Super PowerSuper Power,Aniplex of America,"Aniplex,Studio Deen,Broccoli,Sony Music Entertainment",PG-13 - Teens 13 or older,Finished Airing,J.C.Staff,"65,325"
1554,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,スラムダンク 全国制覇だ！桜木花道,20-Aug-94,1,45 min.,7.54,Manga,SportsSports,"SchoolSchool,Team SportsTeam Sports",add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Toei Animation,"14,812"
1555,So Ra No Wo To,TV,ソ・ラ・ノ・ヲ・ト,"Jan 5, 2010 to Mar 23, 2010",12,24 min. per ep.,7.54,Original,"Sci-FiSci-Fi,Slice of LifeSlice of Life","IyashikeiIyashikei,MilitaryMilitary,MusicMusic",Nozomi Entertainment,"TV Tokyo,Aniplex",PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"150,666"
1556,So Ra No Wo To Specials,Special,ソ・ラ・ノ・ヲ・ト,"Jun 23, 2010 to Sep 22, 2010",2,24 min. per ep.,7.54,Original,"Sci-FiSci-Fi,Slice of LifeSlice of Life","IyashikeiIyashikei,MilitaryMilitary,MusicMusic",add some,Aniplex,PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"25,521"
1557,Taiho Shichau zo (TV),TV,逮捕しちゃうぞ (1996),"Oct 5, 1996 to Sep 27, 1997",47,24 min. per ep.,7.54,Manga,"ActionAction,ComedyComedy","Adult CastAdult Cast,DetectiveDetective,WorkplaceWorkplace",AnimEigo,"Bandai Visual,TBS,Kodansha,Nichion",PG-13 - Teens 13 or older,Finished Airing,Studio Deen,"27,765"
1558,To LOVE-Ru Darkness 2nd OVA,OVA,To LOVEる -とらぶる- ダークネス2nd,"Jan 4, 2016 to Dec 2, 2016",3,22 min. per ep.,7.54,Manga,"ComedyComedy,RomanceRomance,Sci-FiSci-Fi,EcchiEcchi","HaremHarem,SchoolSchool",add some,"None found,add some",R+ - Mild Nudity,Finished Airing,Xebec,"77,649"
1559,Tokyo Autumn Session,Music,東京オータムセッション,24-Jan-20,1,5 min.,7.54,Music,None,MusicMusic,add some,Magic Capsule,G - All Ages,Finished Airing,CloverWorks,"6,321"
1560,Towa no Quon 4: Guren no Shoushin,Movie,トワノクオン 第４章 紅蓮の焦心,10-Sep-11,1,48 min.,7.54,Original,"ActionAction,Sci-FiSci-Fi,SupernaturalSupernatural",Super PowerSuper Power,Sentai Filmworks,"Bandai Visual,Lantis,Movic,Showgate,Hakuhodo DY Media Partners,Sony PCL",PG-13 - Teens 13 or older,Finished Airing,Bones,"34,004"
1561,Voy@ger,ONA,VOY@GER,25-Aug-21,1,8 min.,7.54,Game,Sci-FiSci-Fi,"Idols (Female)Idols (Female),Idols (Male)Idols (Male),MusicMusic",add some,"Half H.P Studio,Nippon Columbia,Bandai Namco Entertainment",G - All Ages,Finished Airing,Khara,"2,861"
1562,Yao Shen Ji: Ying Yao Pian,ONA,妖神记之影妖篇,"Sep 25, 2018 to Feb 8, 2019",40,7 min. per ep.,7.54,Novel,"ActionAction,AdventureAdventure,FantasyFantasy,RomanceRomance","Martial ArtsMartial Arts,MythologyMythology",add some,bilibili,PG-13 - Teens 13 or older,Finished Airing,Ruo Hong Culture,"7,061"
1563,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,結城友奈は勇者である -鷲尾須美の章- 第１章「ともだち」,18-Mar-17,1,48 min.,7.54,Light novel,"DramaDrama,FantasyFantasy,Slice of LifeSlice of Life",Mahou ShoujoMahou Shoujo,add some,"Mainichi Broadcasting System,Pony Canyon,DAX Production",PG-13 - Teens 13 or older,Finished Airing,Studio Gokumi,"13,694"
1564,Mahou Shoujo Lyrical Nanoha: Detonation,Movie,魔法少女リリカルなのは Detonation,19-Oct-18,1,1 hr. 51 min.,7.53,Original,"ActionAction,ComedyComedy,DramaDrama","Mahou ShoujoMahou Shoujo,Super PowerSuper Power",add some,Shochiku,None,Finished Airing,Seven Arcs Pictures,"7,794"
1565,Metropolis,Movie,メトロポリス,26-May-01,1,1 hr. 49 min.,7.53,Manga,"AdventureAdventure,DramaDrama,RomanceRomance,Sci-FiSci-Fi",DetectiveDetective,Sony Pictures Entertainment,"Bandai Visual,Dentsu,Kadokawa Shoten,Imagica,Tezuka Productions,Toho,King Records,Mill Creek Entertainment",PG-13 - Teens 13 or older,Finished Airing,Madhouse,"93,156"
1566,Mini Dragon Specials,Special,ミニドラ,"Jul 8, 2021 to Jan 19, 2022",8,1 min. per ep.,7.53,Manga,ComedyComedy,None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Kyoto Animation,"31,671"
1567,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,もも子、かえるの歌がきこえるよ。,23-Jul-03,1,1 hr. 19 min.,7.53,Book,"DramaDrama,Slice of LifeSlice of Life",SchoolSchool,add some,Magic Bus,G - All Ages,Finished Airing,add some,"4,246"
1568,Ojiisan no Lamp,Movie,おぢいさんのランプ,5-Mar-11,1,24 min.,7.53,Original,DramaDrama,HistoricalHistorical,add some,"None found,add some",G - All Ages,Finished Airing,Telecom Animation Film,"19,284"
1569,Princess Principal: Crown Handler Movie 1,Movie,プリンセス・プリンシパル Crown Handler,11-Feb-21,1,53 min.,7.53,Original,"ActionAction,MysteryMystery",HistoricalHistorical,Sentai Filmworks,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Actas,"36,269"
1570,Saki Achiga-hen: Episode of Side-A Specials,Special,咲-Saki-阿知賀編 episode of side-A スペシャルエピソード 13話～16話,"Feb 20, 2013 to Aug 21, 2013",4,30 min. per ep.,7.53,Manga,Slice of LifeSlice of Life,"SchoolSchool,Strategy GameStrategy Game",add some,"Sotsu,Lantis,TV Tokyo Music",PG-13 - Teens 13 or older,Finished Airing,Studio Gokumi,"13,529"
1571,Sengoku Basara Ni,TV,戦国BASARA 弐,"Jul 11, 2010 to Sep 26, 2010",12,24 min. per ep.,7.53,Game,ActionAction,"HistoricalHistorical,Martial ArtsMartial Arts,SamuraiSamurai,Super PowerSuper Power",Funimation,"Dentsu,Shochiku,Mainichi Broadcasting System,Pony Canyon,Movic,flying DOG",PG-13 - Teens 13 or older,Finished Airing,Production I.G,"66,057"
1572,Shion no Ou,TV,しおんの王 - The Flowers of Hard Blood,"Oct 14, 2007 to Mar 23, 2008",22,23 min. per ep.,7.53,Manga,"DramaDrama,MysteryMystery,SuspenseSuspense",Strategy GameStrategy Game,add some,"Yomiko Advertising,Pony Canyon,Fuji TV,DAX Production",PG-13 - Teens 13 or older,Finished Airing,Studio Deen,"30,326"
1573,The Big O,TV,THEビッグオー,"Oct 13, 1999 to Mar 27, 2003",26,24 min. per ep.,7.53,Original,"ActionAction,MysteryMystery,Sci-FiSci-Fi","MechaMecha,PsychologicalPsychological",Bandai Entertainment,Bandai Visual,PG-13 - Teens 13 or older,Finished Airing,Sunrise,"86,047"
1574,Tian Bao Fuyao Lu,ONA,天宝伏妖录,"Jul 5, 2020 to Sep 20, 2020",13,20 min. per ep.,7.53,Novel,"ActionAction,FantasyFantasy",HistoricalHistorical,add some,bilibili,PG-13 - Teens 13 or older,Finished Airing,Sparkly Key Animation Studio,"6,512"
1575,Toriko,TV,トリコ,"Apr 3, 2011 to Mar 30, 2014",147,23 min. per ep.,7.53,Manga,"ActionAction,AdventureAdventure,ComedyComedy,FantasyFantasy,GourmetGourmet",None,Funimation,"Yomiko Advertising,Fuji TV,Shueisha",PG-13 - Teens 13 or older,Finished Airing,Toei Animation,"117,136"
1576,Totsukuni no Shoujo,OVA,とつくにの少女,10-Sep-19,1,10 min.,7.53,Manga,SupernaturalSupernatural,None,add some,"Production I.G,flying DOG,Sound Team Don Juan,Mag Garden",G - All Ages,Finished Airing,Wit Studio,"40,359"
1577,Tsubasa Chronicle,TV,ツバサ・クロニクル,"Apr 9, 2005 to Oct 15, 2005",26,25 min. per ep.,7.53,Manga,"ActionAction,AdventureAdventure,FantasyFantasy,RomanceRomance,SupernaturalSupernatural",None,Funimation,"NHK,Kodansha",PG-13 - Teens 13 or older,Finished Airing,Bee Train,"214,166"
1578,UFO Robo Grendizer,TV,UFOロボ グレンダイザー,"Oct 5, 1975 to Feb 27, 1977",74,25 min. per ep.,7.53,Manga,Sci-FiSci-Fi,MechaMecha,add some,"Fuji TV,Dynamic Planning",PG-13 - Teens 13 or older,Finished Airing,Toei Animation,"10,284"
1579,Amaama to Inazuma,TV,甘々と稲妻,"Jul 5, 2016 to Sep 20, 2016",12,24 min. per ep.,7.53,Manga,"ComedyComedy,GourmetGourmet,Slice of LifeSlice of Life","ChildcareChildcare,IyashikeiIyashikei",add some,"Toei Video,Kodansha,Shin-Ei Animation,DAX Production,Asmik Ace,Yomiuri TV Enterprise,Sumitomo,TMS Music",PG-13 - Teens 13 or older,Finished Airing,TMS Entertainment,"283,956"
1580,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,OVA,あそびあそばせ コスプレ大会 / 大人の私へ,26-Dec-18,1,13 min.,7.53,Manga,"ComedyComedy,DramaDrama","Gag HumorGag Humor,SchoolSchool",add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Lerche,"42,309"
1581,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Special,僕のヒーローアカデミア THE MOVIE ヒーローズ・ライジング エピローグ・プラス《夢を現実に》,15-Jul-20,1,9 min.,7.53,Manga,ComedyComedy,None,add some,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,Bones,"37,825"
1582,Cike Wu Liuqi Fanwai,ONA,刺客伍六七 番外,"Aug 1, 2018 to Aug 22, 2018",4,11 min. per ep.,7.53,Original,"ActionAction,ComedyComedy,DramaDrama,MysteryMystery,RomanceRomance","Martial ArtsMartial Arts,Super PowerSuper Power",add some,"Sharefun Studio,AHA Entertainment",R - 17+ (violence & profanity),Finished Airing,add some,"15,827"
1583,D-Frag!,TV,ディーふらぐ！,"Jan 7, 2014 to Mar 25, 2014",12,24 min. per ep.,7.53,Manga,ComedyComedy,"SchoolSchool,Strategy GameStrategy Game",Funimation,"TV Tokyo,Media Factory,Kadokawa Shoten,AT-X,DAX Production,Sony Music Communications,Toranoana",PG-13 - Teens 13 or older,Finished Airing,Brain's Base,"361,580"
1584,Deaimon,TV,であいもん,"Apr 6, 2022 to Jun 22, 2022",12,24 min. per ep.,7.53,Manga,Slice of LifeSlice of Life,None,add some,"flying DOG,Kadokawa,Midorimatsu",PG-13 - Teens 13 or older,Currently Airing,Encourage Films,"56,135"
1585,Denpa-teki na Kanojo,OVA,電波的な彼女,"Feb 4, 2009 to Dec 4, 2009",2,42 min. per ep.,7.53,Light novel,"MysteryMystery,SuspenseSuspense",SchoolSchool,add some,Shueisha,R - 17+ (violence & profanity),Finished Airing,Brain's Base,"140,468"
1586,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Movie,映画 ドラえもん のび太の新魔界大冒険～7人の魔法使い～,10-Mar-07,1,1 hr. 55 min.,7.53,Unknown,"AdventureAdventure,ComedyComedy,FantasyFantasy",None,add some,TV Asahi,PG - Children,Finished Airing,Shin-Ei Animation,"7,408"
1587,Drifters (OVA),OVA,DRIFTERS,23-Dec-17,2,26 min. per ep.,7.53,Manga,"ActionAction,AdventureAdventure,ComedyComedy,FantasyFantasy","Adult CastAdult Cast,HistoricalHistorical,IsekaiIsekai,SamuraiSamurai",add some,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Hoods Drifters Studio,"70,760"
1588,Fairy Tail Movie 2: Dragon Cry,Movie,劇場版 FAIRY TAIL 『DRAGON CRY』,6-May-17,1,1 hr. 24 min.,7.53,Manga,"ActionAction,AdventureAdventure,FantasyFantasy",None,Funimation,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"168,105"
1589,Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan Er,ONA,凡人修仙传 凡人风起天南 贰,"Oct 11, 2020 to Nov 22, 2020",9,20 min. per ep.,7.53,Novel,"ActionAction,AdventureAdventure,FantasyFantasy",HistoricalHistorical,add some,bilibili,PG-13 - Teens 13 or older,Finished Airing,Original Force,"1,352"
1590,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Movie,FINAL FANTASY VII ADVENT CHILDREN ヴェネチア映画祭版,14-Sep-05,1,23 min.,7.53,Game,"ActionAction,DramaDrama,FantasyFantasy,Sci-FiSci-Fi",None,add some,Square Enix,PG-13 - Teens 13 or older,Finished Airing,add some,"11,341"
1591,Fullmetal Alchemist: The Conqueror of Shamballa,Movie,劇場版 鋼の錬金術師 シャンバラを征く者,23-Jul-05,1,1 hr. 44 min.,7.53,Manga,"ComedyComedy,DramaDrama,FantasyFantasy","HistoricalHistorical,MilitaryMilitary",Funimation,"Aniplex,Square Enix,Shochiku,Mainichi Broadcasting System",R - 17+ (violence & profanity),Finished Airing,Bones,"309,569"
1592,Golgo 13 (TV),TV,ゴルゴ13,"Apr 12, 2008 to Mar 28, 2009",50,24 min. per ep.,7.53,Manga,"ActionAction,AdventureAdventure,DramaDrama,SuspenseSuspense",Adult CastAdult Cast,Sentai Filmworks,"TV Tokyo,Sotsu,Half H.P Studio",R+ - Mild Nudity,Finished Airing,The Answer Studio,"38,868"
1593,Hayate no Gotoku!,TV,ハヤテのごとく！,"Apr 1, 2007 to Mar 30, 2008",52,24 min. per ep.,7.53,Manga,"ActionAction,ComedyComedy,RomanceRomance","HaremHarem,ParodyParody",Bandai Entertainment,"TV Tokyo,Shogakukan-Shueisha Productions,Studio Tulip",PG-13 - Teens 13 or older,Finished Airing,SynergySP,"212,525"
1594,Heroic Age,TV,ヒロイック・エイジ,"Apr 2, 2007 to Oct 1, 2007",26,23 min. per ep.,7.53,Original,"ActionAction,Sci-FiSci-Fi","MechaMecha,MilitaryMilitary,SpaceSpace",Funimation,Starchild Records,PG-13 - Teens 13 or older,Finished Airing,Xebec,"104,411"
1595,Hidamari Sketch Specials,Special,ひだまりスケッチ 特別編,18-Oct-07,2,24 min. per ep.,7.53,4-koma manga,"ComedyComedy,Slice of LifeSlice of Life","CGDCTCGDCT,IyashikeiIyashikei,SchoolSchool,Visual ArtsVisual Arts",Sentai Filmworks,Lantis,PG-13 - Teens 13 or older,Finished Airing,Shaft,"19,255"
1596,Initial D: Project D to the Next Stage - Project D e Mukete,Special,頭文字D to the Next Stage ～プロジェクトDへ向けて～,22-Mar-03,1,1 hr. 10 min.,7.53,Manga,"ActionAction,DramaDrama",RacingRacing,add some,"OB Planning,Fuji TV",PG-13 - Teens 13 or older,Finished Airing,add some,"9,858"
1597,Kakuriyo no Yadomeshi,TV,かくりよの宿飯,"Apr 2, 2018 to Sep 24, 2018",26,23 min. per ep.,7.53,Novel,"DramaDrama,GourmetGourmet,RomanceRomance,SupernaturalSupernatural",MythologyMythology,Funimation,"flying DOG,Kadokawa",PG-13 - Teens 13 or older,Finished Airing,Gonzo,"138,412"
1598,Kindaichi Shounen no Jikenbo Returns,TV,金田一少年の事件簿R【リターンズ】,"Apr 5, 2014 to Sep 27, 2014",25,24 min. per ep.,7.53,Manga,MysteryMystery,None,add some,Yomiuri Telecasting,R - 17+ (violence & profanity),Finished Airing,Toei Animation,"16,961"
1599,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Movie,甲鉄城のカバネリ 総集編｛前編｝集う光,31-Dec-16,1,1 hr. 47 min.,7.53,Original,"ActionAction,DramaDrama,FantasyFantasy,HorrorHorror,SupernaturalSupernatural",None,add some,"None found,add some",R - 17+ (violence & profanity),Finished Airing,Wit Studio,"43,115"
1600,"Kuroshitsuji: Sono Shitsuji, Kougyou",Special,黒執事 その執事、興行,30-Sep-09,1,26 min.,7.53,Manga,"ComedyComedy,SupernaturalSupernatural","HistoricalHistorical,MythologyMythology",Funimation,"None found,add some",PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"107,062"
1601,Aa! Megami-sama! (TV) Specials,Special,ああっ女神さまっ,"Apr 1, 2005 to Dec 23, 2005",3,24 min. per ep.,7.52,Manga,"ComedyComedy,RomanceRomance,SupernaturalSupernatural",None,Media Blasters,Bandai Visual,PG-13 - Teens 13 or older,Finished Airing,AIC,"25,849"
1602,Ao no Exorcist,TV,青の祓魔師(エクソシスト),"Apr 17, 2011 to Oct 2, 2011",25,24 min. per ep.,7.52,Manga,"ActionAction,FantasyFantasy","MythologyMythology,SchoolSchool",Aniplex of America,"Aniplex,Dentsu,Mainichi Broadcasting System,Movic,Sakura Create,Shueisha",PG-13 - Teens 13 or older,Finished Airing,A-1 Pictures,"1,740,715"
